,Server_Utilization_Rate_Percent,IT_Equipment_Energy_kWh,Total_Facility_Energy_kWh,PUE_Power_Usage_Effectiveness,DCiE_Data_Center_Infrastructure_Efficiency_Percent,Grid_Carbon_Intensity_gCO2eq_per_kWh,Scope_2_Emissions_kgCO2eq,CUE_Carbon_Usage_Effectiveness_kgCO2eq_per_kWh,WUE_Water_Usage_Effectiveness_L_per_kWh,ERF_Energy_Reuse_Factor,Scope_1_Emissions_kgCO2eq,Scope_3_Emissions_Embodied_Carbon_kgCO2eq,E_Waste_Diversion_Rate_Percent,VM_Density_VMs_per_Host,ITEU_IT_Equipment_Utilization_Percent,Compute_Density_kW_per_Rack,Network_Equipment_Power_Percent_of_IT,ASHRAE_Thermal_Guideline_Conformance_Percent,Delta_T_Across_Racks_C,Cooling_System_Efficiency_kW_per_Ton,CFE_24_7_Carbon_Free_Energy_Score_Percent,Power_Factor,UPS_System_Efficiency_Percent,Server_Refresh_Cycle_Years,Circular_Economy_Percentage,Waste_Diversion_Rate_Percent,Scope_3_Water_Processing_Emissions_kgCO2eq
26/07/25 9:45,59.49,310.86,460.93,1.48,67.44,236.72,109.11,0.35,0.21,0.06,0,4.28,99.8,5,56.51,14.97,13.09,100,12.38,0.25,68.44,0.98,98.86,5.5,22,92,0.03
26/07/25 10:00,55.92,292.16,437.82,1.5,66.73,237.01,103.77,0.36,0.21,0.06,0,4.28,99.8,4,53.12,14.8,12.76,100,12.24,0.25,68.4,0.98,98.91,5.5,22,92,0.03
26/07/25 10:15,57.76,299.4,445.32,1.49,67.23,256.27,114.12,0.38,0.19,0.05,0,4.28,99.8,6,54.87,14.89,12.13,100,12.31,0.25,65.83,0.98,98.79,5.5,22,92,0.03
26/07/25 10:30,57,296.54,445.14,1.5,66.62,236.57,105.31,0.36,0.21,0.06,0,4.28,99.8,6,54.15,14.85,13.46,100,12.28,0.25,68.46,0.99,98.77,5.5,22,92,0.03
26/07/25 10:45,54.74,282.96,427.85,1.51,66.14,245.81,105.17,0.37,0.22,0.06,0,4.28,99.8,6,52.01,14.74,13.51,100,12.19,0.25,67.23,0.98,98.85,5.5,22,92,0.03
26/07/25 11:00,51.3,268.59,408.95,1.52,65.68,238.79,97.66,0.36,0.21,0.06,0,4.28,99.8,4,48.74,14.57,13.69,100,12.05,0.25,68.16,0.98,98.67,5.5,22,92,0.03
26/07/25 11:15,55.38,283.33,426.28,1.5,66.47,216.84,92.44,0.33,0.18,0.05,0,4.28,99.8,4,52.61,14.77,13.8,100,12.22,0.25,71.09,0.98,98.91,5.5,22,92,0.03
26/07/25 11:30,50.68,263.04,397.38,1.51,66.19,215.97,85.82,0.33,0.19,0.05,0,4.28,99.8,5,48.15,14.53,12.2,100,12.03,0.25,71.2,0.99,98.83,5.5,22,92,0.02
26/07/25 11:45,50.1,265.25,402.73,1.52,65.86,228.22,91.91,0.35,0.19,0.05,0,4.28,99.8,5,47.59,14.5,13.64,100,12,0.25,69.57,0.99,98.6,5.5,22,92,0.02
26/07/25 12:00,52.95,273.96,414.55,1.51,66.09,215.99,89.54,0.33,0.22,0.05,0,4.28,99.8,4,50.3,14.65,12.3,100,12.12,0.25,71.2,0.98,98.79,5.5,22,92,0.03
26/07/25 12:15,49.77,254.86,390.72,1.53,65.23,185.87,72.62,0.28,0.21,0.05,0,4.28,99.8,5,47.28,14.49,13.19,100,11.99,0.24,75.22,0.99,98.66,5.5,22,92,0.03
26/07/25 12:30,49.93,263.23,397.48,1.51,66.22,216.42,86.02,0.33,0.18,0.06,0,4.28,99.8,3,47.43,14.5,12.79,100,12,0.25,71.14,0.98,98.9,5.5,22,92,0.02
26/07/25 12:45,50.14,264.2,400.86,1.52,65.91,201.2,80.65,0.31,0.22,0.06,0,4.28,99.8,6,47.63,14.51,13.97,100,12.01,0.25,73.17,0.99,98.88,5.5,22,92,0.03
26/07/25 13:00,45.86,237.81,369.04,1.55,64.44,198.9,73.4,0.31,0.19,0.06,0,4.28,99.8,4,43.57,14.29,12.34,100,11.83,0.24,73.48,0.99,98.79,5.5,22,92,0.02
26/07/25 13:15,50.56,267.75,405.92,1.52,65.96,181.82,73.81,0.28,0.2,0.06,0,4.28,99.8,4,48.03,14.53,12.22,100,12.02,0.25,75.76,0.98,98.54,5.5,22,92,0.03
26/07/25 13:30,45.68,234.28,363.59,1.55,64.43,173.66,63.14,0.27,0.18,0.05,0,4.28,99.8,3,43.39,14.28,13.8,100,11.83,0.24,76.85,0.99,98.93,5.5,22,92,0.02
26/07/25 13:45,48.46,251.08,383.45,1.53,65.48,170.33,65.31,0.26,0.21,0.06,0,4.28,99.8,5,46.03,14.42,13.14,100,11.94,0.24,77.29,0.98,98.83,5.5,22,92,0.03
26/07/25 14:00,47.57,252.18,384.62,1.53,65.56,173.32,66.66,0.26,0.21,0.06,0,4.28,99.8,3,45.19,14.38,12.13,100,11.9,0.24,76.89,0.99,98.72,5.5,22,92,0.03
26/07/25 14:15,47.56,243.34,376.33,1.55,64.66,140.24,52.78,0.22,0.19,0.05,0,4.28,99.8,5,45.18,14.38,12.84,100,11.9,0.24,81.3,0.99,98.54,5.5,22,92,0.02
26/07/25 14:30,43.89,233.93,362.56,1.55,64.52,172.9,62.69,0.27,0.21,0.06,0,4.28,99.8,5,41.7,14.19,13.75,100,11.76,0.24,76.95,0.98,98.66,5.5,22,92,0.03
26/07/25 14:45,42.5,219.71,345.09,1.57,63.67,145.52,50.22,0.23,0.21,0.05,0,4.28,99.8,4,40.38,14.13,12.35,100,11.7,0.24,80.6,0.99,98.95,5.5,22,92,0.02
26/07/25 15:00,45.26,240.52,370.75,1.54,64.87,160.01,59.32,0.25,0.21,0.06,0,4.28,99.8,5,43,14.26,12.2,100,11.81,0.24,78.67,0.99,98.89,5.5,22,92,0.03
26/07/25 15:15,42.34,226.15,350.29,1.55,64.56,154,53.94,0.24,0.2,0.06,0,4.28,99.8,4,40.23,14.12,12.95,100,11.69,0.24,79.47,0.99,98.96,5.5,22,92,0.02
26/07/25 15:30,45.91,243.18,372.22,1.53,65.33,140.63,52.35,0.22,0.21,0.06,0,4.28,99.8,4,43.62,14.3,12.89,100,11.84,0.24,81.25,0.98,98.57,5.5,22,92,0.03
26/07/25 15:45,43.94,234.07,363.23,1.55,64.44,147.62,53.62,0.23,0.2,0.06,0,4.28,99.8,5,41.74,14.2,13.22,100,11.76,0.24,80.32,0.98,98.77,5.5,22,92,0.02
26/07/25 16:00,44.09,232.44,360.42,1.55,64.49,127.08,45.8,0.2,0.21,0.06,0,4.28,99.8,3,41.89,14.2,13.85,100,11.76,0.24,83.06,0.99,98.69,5.5,22,92,0.02
26/07/25 16:15,41.46,212.41,331.72,1.56,64.03,150.48,49.92,0.24,0.2,0.06,0,4.28,99.8,5,39.39,14.07,13.77,100,11.66,0.24,79.94,0.99,98.76,5.5,22,92,0.02
26/07/25 16:30,42.68,227.08,355.18,1.56,63.93,132.08,46.91,0.21,0.2,0.05,0,4.28,99.8,5,40.55,14.13,13.08,100,11.71,0.24,82.39,0.99,98.86,5.5,22,92,0.02
26/07/25 16:45,43.29,224.38,347.36,1.55,64.6,120.91,42,0.19,0.21,0.06,0,4.28,99.8,3,41.12,14.16,13.47,100,11.73,0.24,83.88,0.98,98.83,5.5,22,92,0.02
26/07/25 17:00,40,211.77,332.93,1.57,63.61,112.78,37.55,0.18,0.18,0.06,0,4.28,99.8,3,38,14,12.8,100,11.6,0.24,84.96,0.98,98.63,5.5,22,92,0.02
26/07/25 17:15,40,206.24,323.42,1.57,63.77,104.48,33.79,0.16,0.21,0.06,0,4.28,99.8,5,38,14,13.24,100,11.6,0.24,86.07,0.98,98.54,5.5,22,92,0.02
26/07/25 17:30,42.64,219.82,343.84,1.56,63.93,136.53,46.94,0.21,0.18,0.06,0,4.28,99.8,3,40.51,14.13,12.13,100,11.71,0.24,81.8,0.98,98.9,5.5,22,92,0.02
26/07/25 17:45,43.25,224.48,348.79,1.55,64.36,104.82,36.56,0.16,0.22,0.05,0,4.28,99.8,5,41.08,14.16,13.97,100,11.73,0.24,86.02,0.98,98.96,5.5,22,92,0.02
26/07/25 18:00,43.36,227.36,353.49,1.55,64.32,131.84,46.6,0.2,0.19,0.05,0,4.28,99.8,4,41.19,14.17,13.32,100,11.73,0.24,82.42,0.98,98.51,5.5,22,92,0.02
26/07/25 18:15,40,212.59,334.32,1.57,63.59,114.72,38.35,0.18,0.2,0.06,0,4.28,99.8,5,38,14,13.58,100,11.6,0.24,84.7,0.98,98.89,5.5,22,92,0.02
26/07/25 18:30,40,212.02,333.08,1.57,63.65,116.81,38.91,0.18,0.22,0.05,0,4.28,99.8,3,38,14,13.21,100,11.6,0.24,84.43,0.99,98.87,5.5,22,92,0.02
26/07/25 18:45,40,210.19,333,1.58,63.12,128.98,42.95,0.2,0.19,0.06,0,4.28,99.8,5,38,14,13.31,100,11.6,0.23,82.8,0.99,98.89,5.5,22,92,0.02
26/07/25 19:00,42.01,219.27,343.04,1.56,63.92,114.27,39.2,0.18,0.18,0.06,0,4.28,99.8,3,39.91,14.1,12.45,100,11.68,0.24,84.76,0.99,98.58,5.5,22,92,0.02
26/07/25 19:15,40,212.73,332.98,1.57,63.89,129.96,43.28,0.2,0.19,0.06,0,4.28,99.8,3,38,14,13.96,100,11.6,0.24,82.67,0.98,98.79,5.5,22,92,0.02
26/07/25 19:30,40,214.81,335.7,1.56,63.99,103.96,34.9,0.16,0.19,0.06,0,4.28,99.8,3,38,14,12.21,100,11.6,0.24,86.14,0.98,98.69,5.5,22,92,0.02
26/07/25 19:45,40.46,215.1,337.43,1.57,63.75,114.43,38.61,0.18,0.2,0.05,0,4.28,99.8,4,38.44,14.02,12.58,100,11.62,0.24,84.74,0.98,98.55,5.5,22,92,0.02
26/07/25 20:00,41.68,216.65,339.15,1.57,63.88,141.24,47.9,0.22,0.2,0.06,0,4.28,99.8,4,39.59,14.08,13.19,100,11.67,0.24,81.17,0.98,98.98,5.5,22,92,0.02
26/07/25 20:15,40.03,211.37,332.14,1.57,63.64,143,47.5,0.22,0.21,0.06,0,4.28,99.8,3,38.03,14,12.17,100,11.6,0.24,80.93,0.99,98.51,5.5,22,92,0.02
26/07/25 20:30,42.64,226.96,354.65,1.56,64,150.71,53.45,0.24,0.19,0.05,0,4.28,99.8,5,40.5,14.13,12.72,100,11.71,0.24,79.91,0.99,98.9,5.5,22,92,0.02
26/07/25 20:45,40,211.88,334.42,1.58,63.36,111.67,37.34,0.18,0.22,0.05,0,4.28,99.8,4,38,14,13.58,100,11.6,0.23,85.11,0.98,98.67,5.5,22,92,0.02
26/07/25 21:00,44.07,233.68,363.52,1.56,64.28,131.57,47.83,0.2,0.18,0.05,0,4.28,99.8,5,41.86,14.2,12.95,100,11.76,0.24,82.46,0.98,98.89,5.5,22,92,0.02
26/07/25 21:15,45.47,238.28,368.8,1.55,64.61,134.23,49.51,0.21,0.19,0.06,0,4.28,99.8,3,43.2,14.27,13.57,100,11.82,0.24,82.1,0.99,98.77,5.5,22,92,0.02
26/07/25 21:30,43.13,223.12,349.41,1.57,63.86,126.45,44.18,0.2,0.22,0.05,0,4.28,99.8,3,40.98,14.16,12.1,100,11.73,0.24,83.14,0.99,98.53,5.5,22,92,0.02
26/07/25 21:45,45.73,237.99,366.18,1.54,64.99,138.45,50.7,0.21,0.19,0.06,0,4.28,99.8,4,43.44,14.29,12.11,100,11.83,0.24,81.54,0.98,98.54,5.5,22,92,0.02
26/07/25 22:00,45.41,241.56,371.89,1.54,64.96,166.82,62.04,0.26,0.21,0.05,0,4.28,99.8,3,43.14,14.27,12.15,100,11.82,0.24,77.76,0.98,98.69,5.5,22,92,0.03
26/07/25 22:15,42.9,226.02,348.91,1.54,64.78,151.75,52.95,0.23,0.19,0.05,0,4.28,99.8,4,40.76,14.15,13.69,100,11.72,0.24,79.77,0.99,98.51,5.5,22,92,0.02
26/07/25 22:30,43.12,224.87,350.92,1.56,64.08,179.54,63,0.28,0.21,0.05,0,4.28,99.8,4,40.96,14.16,13.74,100,11.72,0.24,76.06,0.98,98.81,5.5,22,92,0.02
26/07/25 22:45,45.5,234.51,361.42,1.54,64.88,167.33,60.48,0.26,0.19,0.05,0,4.28,99.8,4,43.22,14.27,13.81,100,11.82,0.24,77.69,0.98,98.76,5.5,22,92,0.02
26/07/25 23:00,49.87,258.25,391.05,1.51,66.04,179.6,70.23,0.27,0.21,0.06,0,4.28,99.8,4,47.38,14.49,12.77,100,11.99,0.25,76.05,0.98,98.5,5.5,22,92,0.03
26/07/25 23:15,46.49,241.65,372.96,1.54,64.79,196.61,73.33,0.3,0.19,0.06,0,4.28,99.8,4,44.17,14.32,13.31,100,11.86,0.24,73.79,0.98,98.97,5.5,22,92,0.02
26/07/25 23:30,45,233.57,361.26,1.55,64.66,164.66,59.49,0.25,0.21,0.05,0,4.28,99.8,3,42.75,14.25,12.04,100,11.8,0.24,78.04,0.98,98.58,5.5,22,92,0.02
26/07/25 23:45,48.95,256.06,389.52,1.52,65.74,186.36,72.59,0.28,0.18,0.05,0,4.28,99.8,4,46.5,14.45,12.65,100,11.96,0.25,75.15,0.98,98.92,5.5,22,92,0.02
27/07/25 0:00,53.96,279.45,422.73,1.51,66.1,206.26,87.19,0.31,0.22,0.06,0,4.28,99.8,6,51.26,14.7,12.81,100,12.16,0.25,72.5,0.99,98.8,5.5,22,92,0.03
